Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,OxygenTanks,PopulationDensityPerSqKm
11012,2021-01-26,8:00 AM,Sikkim,-,-,5824,133,6072,8850,591
11013,2021-01-26,8:00 AM,Tamil Nadu,-,-,818147,12320,835280,5591,470
11014,2021-01-26,8:00 AM,Telengana,-,-,288926,1592,293590,2835,427
11015,2021-01-26,8:00 AM,Tripura,-,-,32927,391,33346,2990,655
11016,2021-01-26,8:00 AM,Uttarakhand,-,-,92544,1635,95702,4630,341
11017,2021-01-26,8:00 AM,Uttar Pradesh,-,-,583470,8624,598907,6638,367
11018,2021-01-26,8:00 AM,West Bengal,-,-,552082,10122,568355,6453,348
11019,2021-01-27,8:00 AM,Andhra Pradesh,-,-,878731,7150,887238,5186,387
11020,2021-01-27,8:00 AM,Andaman and Nicobar Islands,-,-,4917,62,4994,2532,449
11021,2021-01-27,8:00 AM,Arunachal Pradesh,-,-,16751,56,16821,8433,501
11022,2021-01-27,8:00 AM,Assam,-,-,213763,1079,217025,7942,699
11023,2021-01-27,8:00 AM,Bihar,-,-,255174,1486,258996,3290,661
11024,2021-01-27,8:00 AM,Chandigarh,-,-,20302,334,20775,3290,189
11025,2021-01-27,8:00 AM,Chhattisgarh,-,-,288764,3644,297429,2586,434
11026,2021-01-27,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3395,8961,218
11027,2021-01-27,8:00 AM,Delhi,-,-,621783,10820,634229,5093,326
11028,2021-01-27,8:00 AM,Goa,-,-,51510,763,53047,9140,293
11029,2021-01-27,8:00 AM,Gujarat,-,-,251400,4381,259867,6040,550
11030,2021-01-27,8:00 AM,Haryana,-,-,263119,3014,267417,2523,802
11031,2021-01-27,8:00 AM,Himachal Pradesh,-,-,55923,973,57257,8613,510
11032,2021-01-27,8:00 AM,Jammu and Kashmir,-,-,121124,1930,124157,2809,465
11033,2021-01-27,8:00 AM,Jharkhand,-,-,116589,1064,118425,5444,578
11034,2021-01-27,8:00 AM,Karnataka,-,-,918099,12204,936955,95,275
11035,2021-01-27,8:00 AM,Kerala,-,-,824446,3643,899932,3986,177
11036,2021-01-27,8:00 AM,Lakshadweep,-,-,0,0,69,9544,954
11037,2021-01-27,8:00 AM,Ladakh,-,-,9508,129,9688,9311,525
11038,2021-01-27,8:00 AM,Madhya Pradesh,-,-,247073,3793,254085,6399,263
11039,2021-01-27,8:00 AM,Maharashtra,-,-,1917450,50862,2013353,586,573
11040,2021-01-27,8:00 AM,Manipur,-,-,28463,369,29003,3029,620
11041,2021-01-27,8:00 AM,Meghalaya,-,-,13496,146,13740,5722,604
11042,2021-01-27,8:00 AM,Mizoram,-,-,4303,9,4359,353,574
11043,2021-01-27,8:00 AM,Nagaland,-,-,11898,88,12081,8787,429
11044,2021-01-27,8:00 AM,Odisha,-,-,331427,1906,334529,5589,766
11045,2021-01-27,8:00 AM,Puducherry,-,-,37970,645,38910,3047,269
11046,2021-01-27,8:00 AM,Punjab,-,-,164541,5571,172218,7558,630
11047,2021-01-27,8:00 AM,Rajasthan,-,-,311374,2760,316970,2735,624
11048,2021-01-27,8:00 AM,Sikkim,-,-,5841,133,6078,5279,599
11049,2021-01-27,8:00 AM,Tamil Nadu,-,-,818742,12325,835803,9676,407
11050,2021-01-27,8:00 AM,Telengana,-,-,289325,1593,293737,5751,766
11051,2021-01-27,8:00 AM,Tripura,-,-,32931,391,33346,2632,458
11052,2021-01-27,8:00 AM,Uttarakhand,-,-,92650,1636,95741,5461,430
11053,2021-01-27,8:00 AM,Uttar Pradesh,-,-,584039,8632,599208,3558,680
11054,2021-01-27,8:00 AM,West Bengal,-,-,552491,10131,568650,4157,582
11055,2021-01-28,8:00 AM,Andhra Pradesh,-,-,878828,7152,887349,675,774
11056,2021-01-28,8:00 AM,Andaman and Nicobar Islands,-,-,4922,62,4994,7885,551
11057,2021-01-28,8:00 AM,Arunachal Pradesh,-,-,16753,56,16824,9140,488
11058,2021-01-28,8:00 AM,Assam,-,-,213857,1081,217042,3296,391
11059,2021-01-28,8:00 AM,Bihar,-,-,256014,1490,259149,5589,370
11060,2021-01-28,8:00 AM,Chandigarh,-,-,20339,334,20819,2351,986
11061,2021-01-28,8:00 AM,Chhattisgarh,-,-,289708,3647,297868,7097,535
11062,2021-01-28,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3396,8749,385
11063,2021-01-28,8:00 AM,Delhi,-,-,621995,10829,634325,1276,478
11064,2021-01-28,8:00 AM,Goa,-,-,51600,763,53100,2885,395
11065,2021-01-28,8:00 AM,Gujarat,-,-,251862,4382,260220,7677,329
11066,2021-01-28,8:00 AM,Haryana,-,-,263236,3014,267504,8135,385
11067,2021-01-28,8:00 AM,Himachal Pradesh,-,-,55991,974,57296,1069,644
11068,2021-01-28,8:00 AM,Jammu and Kashmir,-,-,121253,1931,124234,6259,611
11069,2021-01-28,8:00 AM,Jharkhand,-,-,116706,1066,118495,5174,676
11070,2021-01-28,8:00 AM,Karnataka,-,-,918859,12207,937383,6452,694
11071,2021-01-28,8:00 AM,Kerala,-,-,829452,3663,905591,7178,318
11072,2021-01-28,8:00 AM,Lakshadweep,-,-,0,0,69,4010,439
11073,2021-01-28,8:00 AM,Ladakh,-,-,9511,129,9688,3047,69
11074,2021-01-28,8:00 AM,Madhya Pradesh,-,-,247418,3799,254270,5179,561
11075,2021-01-28,8:00 AM,Maharashtra,-,-,1920006,50894,2015524,566,492
11076,2021-01-28,8:00 AM,Manipur,-,-,28476,370,29007,6,323
11077,2021-01-28,8:00 AM,Meghalaya,-,-,13506,146,13741,1618,231
11078,2021-01-28,8:00 AM,Mizoram,-,-,4311,9,4362,5197,561
11079,2021-01-28,8:00 AM,Nagaland,-,-,11938,88,12083,9465,468
11080,2021-01-28,8:00 AM,Odisha,-,-,331535,1906,334667,5896,430
11081,2021-01-28,8:00 AM,Puducherry,-,-,38006,646,38934,9331,365
11082,2021-01-28,8:00 AM,Punjab,-,-,164745,5581,172406,655,213
11083,2021-01-28,8:00 AM,Rajasthan,-,-,311679,2761,317104,4656,689
11084,2021-01-28,8:00 AM,Sikkim,-,-,5844,133,6079,8405,203
11085,2021-01-28,8:00 AM,Tamil Nadu,-,-,819306,12333,836315,5527,225
11086,2021-01-28,8:00 AM,Telengana,-,-,289631,1594,293923,5175,515
11087,2021-01-28,8:00 AM,Tripura,-,-,32934,391,33346,4715,235
11088,2021-01-28,8:00 AM,Uttarakhand,-,-,92748,1639,95826,9315,673
11089,2021-01-28,8:00 AM,Uttar Pradesh,-,-,584372,8636,599376,519,614
11090,2021-01-28,8:00 AM,West Bengal,-,-,552877,10139,568884,7382,430
11091,2021-01-29,8:00 AM,Andhra Pradesh,-,-,878956,7152,887466,8750,600
11092,2021-01-29,8:00 AM,Andaman and Nicobar Islands,-,-,4924,62,4994,1949,671
11093,2021-01-29,8:00 AM,Arunachal Pradesh,-,-,16756,56,16827,2125,682
11094,2021-01-29,8:00 AM,Assam,-,-,213952,1081,217071,9507,347
11095,2021-01-29,8:00 AM,Bihar,-,-,256679,1492,259214,5623,590
11096,2021-01-29,8:00 AM,Chandigarh,-,-,20363,334,20855,3490,658
11097,2021-01-29,8:00 AM,Chhattisgarh,-,-,296187,3682,304319,7631,301
11098,2021-01-29,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3397,4707,387
11099,2021-01-29,8:00 AM,Delhi,-,-,622114,10835,634524,1536,318
11100,2021-01-29,8:00 AM,Goa,-,-,51652,765,53185,8260,217
11101,2021-01-29,8:00 AM,Gujarat,-,-,252464,4384,260566,4748,752
11102,2021-01-29,8:00 AM,Haryana,-,-,263347,3014,267601,907,800
11103,2021-01-29,8:00 AM,Himachal Pradesh,-,-,56043,974,57356,9454,502
11104,2021-01-29,8:00 AM,Jammu and Kashmir,-,-,121402,1932,124297,7058,699
11105,2021-01-29,8:00 AM,Jharkhand,-,-,116818,1069,118557,6783,400
11106,2021-01-29,8:00 AM,Karnataka,-,-,919503,12209,937933,3606,728
11107,2021-01-29,8:00 AM,Kerala,-,-,835046,3682,911362,6679,523
11108,2021-01-29,8:00 AM,Lakshadweep,-,-,0,0,69,6135,554
11109,2021-01-29,8:00 AM,Ladakh,-,-,9513,129,9705,1657,365
11110,2021-01-29,8:00 AM,Madhya Pradesh,-,-,247739,3802,254496,6915,670
11111,2021-01-29,8:00 AM,Maharashtra,-,-,1923187,50944,2018413,2944,459
11112,2021-01-29,8:00 AM,Manipur,-,-,28499,370,29022,5445,657
11113,2021-01-29,8:00 AM,Meghalaya,-,-,13513,146,13749,3322,625
11114,2021-01-29,8:00 AM,Mizoram,-,-,4313,9,4363,9710,571
11115,2021-01-29,8:00 AM,Nagaland,-,-,11944,88,12084,8896,367
11116,2021-01-29,8:00 AM,Odisha,-,-,331667,1906,334780,7688,592
11117,2021-01-29,8:00 AM,Puducherry,-,-,38035,647,38973,4734,227
11118,2021-01-29,8:00 AM,Punjab,-,-,164937,5590,172606,8077,316
11119,2021-01-29,8:00 AM,Rajasthan,-,-,311867,2763,317189,6068,609
11120,2021-01-29,8:00 AM,Sikkim,-,-,5847,133,6084,6009,313
11121,2021-01-29,8:00 AM,Tamil Nadu,-,-,819850,12339,836818,7147,633
11122,2021-01-29,8:00 AM,Telengana,-,-,289987,1596,294120,358,281
11123,2021-01-29,8:00 AM,Tripura,-,-,32936,391,33348,1494,545
11124,2021-01-29,8:00 AM,Uttarakhand,-,-,92928,1642,95908,9635,544
11125,2021-01-29,8:00 AM,Uttar Pradesh,-,-,584752,8642,599624,9285,592
11126,2021-01-29,8:00 AM,West Bengal,-,-,553244,10148,569173,716,495
11127,2021-01-30,8:00 AM,Andhra Pradesh,-,-,879131,7152,887591,2604,908
11128,2021-01-30,8:00 AM,Andaman and Nicobar Islands,-,-,4927,62,4994,4039,323
11129,2021-01-30,8:00 AM,Arunachal Pradesh,-,-,16758,56,16827,9594,405
11130,2021-01-30,8:00 AM,Assam,-,-,214054,1081,217091,5883,828
11131,2021-01-30,8:00 AM,Bihar,-,-,256857,1495,259373,3112,520
11132,2021-01-30,8:00 AM,Chandigarh,-,-,20389,334,20882,3561,319
11133,2021-01-30,8:00 AM,Chhattisgarh,-,-,296642,3689,304689,1449,555
11134,2021-01-30,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3388,2,3398,6250,230
11135,2021-01-30,8:00 AM,Delhi,-,-,622381,10841,634773,6795,432
11136,2021-01-30,8:00 AM,Goa,-,-,51755,766,53263,122,408
11137,2021-01-30,8:00 AM,Gujarat,-,-,252927,4385,260901,3364,595
11138,2021-01-30,8:00 AM,Haryana,-,-,263501,3015,267708,9716,-72
11139,2021-01-30,8:00 AM,Himachal Pradesh,-,-,56083,974,57400,6739,411
11140,2021-01-30,8:00 AM,Jammu and Kashmir,-,-,121617,1933,124373,2215,181
11141,2021-01-30,8:00 AM,Jharkhand,-,-,116904,1070,118602,34,879
11142,2021-01-30,8:00 AM,Karnataka,-,-,920110,12211,938401,893,415
11143,2021-01-30,8:00 AM,Kerala,-,-,841444,3704,917630,2281,594
11144,2021-01-30,8:00 AM,Lakshadweep,-,-,14,0,70,9629,300
11145,2021-01-30,8:00 AM,Ladakh,-,-,9517,129,9714,1917,581
11146,2021-01-30,8:00 AM,Madhya Pradesh,-,-,248036,3805,254667,451,494
11147,2021-01-30,8:00 AM,Maharashtra,-,-,1925800,51000,2021184,4885,356
11148,2021-01-30,8:00 AM,Manipur,-,-,28524,371,29037,7580,365
11149,2021-01-30,8:00 AM,Meghalaya,-,-,13524,146,13753,780,651
11150,2021-01-30,8:00 AM,Mizoram,-,-,4318,9,4366,2530,690
11151,2021-01-30,8:00 AM,Nagaland,-,-,11947,88,12088,787,104
11152,2021-01-30,8:00 AM,Odisha,-,-,331824,1906,334850,4020,481
11153,2021-01-30,8:00 AM,Puducherry,-,-,38062,647,39004,9004,297
11154,2021-01-30,8:00 AM,Punjab,-,-,165145,5601,172860,2196,510
11155,2021-01-30,8:00 AM,Rajasthan,-,-,312132,2765,317292,9575,597
11156,2021-01-30,8:00 AM,Sikkim,-,-,5855,133,6085,8169,650
11157,2021-01-30,8:00 AM,Tamil Nadu,-,-,820381,12345,837327,7072,84
11158,2021-01-30,8:00 AM,Telengana,-,-,290354,1598,294306,7209,479
11159,2021-01-30,8:00 AM,Tripura,-,-,32938,391,33350,8960,35
11160,2021-01-30,8:00 AM,Uttarakhand,-,-,93055,1642,95986,5197,479
11161,2021-01-30,8:00 AM,Uttar Pradesh,-,-,585273,8646,599837,2802,251
11162,2021-01-30,8:00 AM,West Bengal,-,-,553593,10155,569459,381,319
11163,2021-01-31,8:00 AM,Andhra Pradesh,-,-,879278,7153,887720,1246,416
11164,2021-01-31,8:00 AM,Andaman and Nicobar Islands,-,-,4928,62,4994,3366,657
11165,2021-01-31,8:00 AM,Arunachal Pradesh,-,-,16758,56,16828,1249,830
11166,2021-01-31,8:00 AM,Assam,-,-,214124,1082,217120,2940,586
11167,2021-01-31,8:00 AM,Bihar,-,-,257021,1499,259496,2435,970
11168,2021-01-31,8:00 AM,Chandigarh,-,-,20414,334,20899,2499,829
11169,2021-01-31,8:00 AM,Chhattisgarh,-,-,297144,3698,305102,5154,381
11170,2021-01-31,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3390,2,3398,1581,105
11171,2021-01-31,8:00 AM,Delhi,-,-,622671,10849,634956,1591,396
11172,2021-01-31,8:00 AM,Goa,-,-,51831,766,53356,9011,478
11173,2021-01-31,8:00 AM,Gujarat,-,-,253368,4387,261224,1245,670
11174,2021-01-31,8:00 AM,Haryana,-,-,263654,3017,267805,3377,840
11175,2021-01-31,8:00 AM,Himachal Pradesh,-,-,56135,976,57494,3570,511
11176,2021-01-31,8:00 AM,Jammu and Kashmir,-,-,121752,1936,124449,958,206
11177,2021-01-31,8:00 AM,Jharkhand,-,-,117004,1071,118651,1520,377
11178,2021-01-31,8:00 AM,Karnataka,-,-,920657,12213,938865,5821,178
11179,2021-01-31,8:00 AM,Kerala,-,-,848476,3722,923912,1363,449
11180,2021-01-31,8:00 AM,Lakshadweep,-,-,30,0,79,9949,567
11181,2021-01-31,8:00 AM,Ladakh,-,-,9519,130,9719,8340,412
11182,2021-01-31,8:00 AM,Madhya Pradesh,-,-,248319,3807,254886,8593,442
11183,2021-01-31,8:00 AM,Maharashtra,-,-,1927335,51042,2023814,6213,338
11184,2021-01-31,8:00 AM,Manipur,-,-,28545,371,29052,2876,422
11185,2021-01-31,8:00 AM,Meghalaya,-,-,13541,146,13761,5233,432
11186,2021-01-31,8:00 AM,Mizoram,-,-,4323,9,4372,4624,407
11187,2021-01-31,8:00 AM,Nagaland,-,-,11950,88,12090,8226,473
11188,2021-01-31,8:00 AM,Odisha,-,-,331962,1906,334958,5092,440
11189,2021-01-31,8:00 AM,Puducherry,-,-,38094,647,39047,4700,374
11190,2021-01-31,8:00 AM,Punjab,-,-,165291,5609,173084,4180,610
11191,2021-01-31,8:00 AM,Rajasthan,-,-,312370,2766,317396,2367,432
11192,2021-01-31,8:00 AM,Sikkim,-,-,5861,133,6088,6881,557
11193,2021-01-31,8:00 AM,Tamil Nadu,-,-,820907,12350,837832,7924,531
11194,2021-01-31,8:00 AM,Telengana,-,-,290630,1599,294469,3678,383
11195,2021-01-31,8:00 AM,Tripura,-,-,32939,391,33351,1761,765
11196,2021-01-31,8:00 AM,Uttarakhand,-,-,93223,1643,96068,1731,340
11197,2021-01-31,8:00 AM,Uttar Pradesh,-,-,585747,8650,600079,6501,358
11198,2021-01-31,8:00 AM,West Bengal,-,-,553934,10164,569769,354,491
11199,2021-02-01,8:00 AM,Andhra Pradesh,-,-,879405,7153,887836,6577,824
11200,2021-02-01,8:00 AM,Andaman and Nicobar Islands,-,-,4928,62,4994,5800,291
11201,2021-02-01,8:00 AM,Arunachal Pradesh,-,-,16759,56,16828,8502,364
11202,2021-02-01,8:00 AM,Assam,-,-,214178,1082,217141,4988,596
11203,2021-02-01,8:00 AM,Bihar,-,-,257169,1501,259563,6920,901
11204,2021-02-01,8:00 AM,Chandigarh,-,-,20426,334,20925,1739,537
11205,2021-02-01,8:00 AM,Chhattisgarh,-,-,297339,3701,305367,5042,691
11206,2021-02-01,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3390,2,3398,488,631
11207,2021-02-01,8:00 AM,Delhi,-,-,622882,10853,635096,1625,691
11208,2021-02-01,8:00 AM,Goa,-,-,51891,768,53409,5512,364
11209,2021-02-01,8:00 AM,Gujarat,-,-,253703,4387,261540,6754,585
11210,2021-02-01,8:00 AM,Haryana,-,-,263764,3018,267897,8525,499
11211,2021-02-01,8:00 AM,Himachal Pradesh,-,-,56167,979,56557,6600,180
11212,2021-02-01,8:00 AM,Jammu and Kashmir,-,-,121822,1936,124506,1971,947
11213,2021-02-01,8:00 AM,Jharkhand,-,-,117067,1072,118692,2703,729
11214,2021-02-01,8:00 AM,Karnataka,-,-,921122,12217,939387,8596,513
11215,2021-02-01,8:00 AM,Kerala,-,-,854206,3743,929178,3807,132
11216,2021-02-01,8:00 AM,Lakshadweep,-,-,49,0,87,5509,623
11217,2021-02-01,8:00 AM,Ladakh,-,-,9523,130,9720,3692,425
11218,2021-02-01,8:00 AM,Madhya Pradesh,-,-,248637,3810,255112,7664,245
11219,2021-02-01,8:00 AM,Maharashtra,-,-,1929005,51082,2026399,8997,523
11220,2021-02-01,8:00 AM,Manipur,-,-,28553,371,29068,1338,860
11221,2021-02-01,8:00 AM,Meghalaya,-,-,13550,146,13764,9612,582
11222,2021-02-01,8:00 AM,Mizoram,-,-,4330,9,4372,6732,432
11223,2021-02-01,8:00 AM,Nagaland,-,-,11950,88,12094,9334,202
11224,2021-02-01,8:00 AM,Odisha,-,-,332103,1906,335072,1225,541
11225,2021-02-01,8:00 AM,Puducherry,-,-,38135,648,39068,3468,476
11226,2021-02-01,8:00 AM,Punjab,-,-,165533,5615,173276,8671,689
11227,2021-02-01,8:00 AM,Rajasthan,-,-,312564,2766,317491,8433,220
11228,2021-02-01,8:00 AM,Sikkim,-,-,5870,134,6090,5733,845
11229,2021-02-01,8:00 AM,Tamil Nadu,-,-,821430,12356,838340,2921,332
11230,2021-02-01,8:00 AM,Telengana,-,-,290894,1601,294587,297,438
11231,2021-02-01,8:00 AM,Tripura,-,-,32941,391,33351,9063,840
11232,2021-02-01,8:00 AM,Uttarakhand,-,-,93310,1644,96129,8251,338
11233,2021-02-01,8:00 AM,Uttar Pradesh,-,-,586116,8658,600299,4609,218
11234,2021-02-01,8:00 AM,West Bengal,-,-,554272,10173,569998,7473,210
11235,2021-02-02,8:00 AM,Andhra Pradesh,-,-,879504,7154,887900,6722,608
11236,2021-02-02,8:00 AM,Andaman and Nicobar Islands,-,-,4932,62,4994,9598,298
11237,2021-02-02,8:00 AM,Arunachal Pradesh,-,-,16762,56,16828,5880,904
11238,2021-02-02,8:00 AM,Assam,-,-,214248,1083,217154,14,739
11239,2021-02-02,8:00 AM,Bihar,-,-,257306,1503,259660,6960,132
11240,2021-02-02,8:00 AM,Chandigarh,-,-,20447,334,20957,9580,269
11241,2021-02-02,8:00 AM,Chhattisgarh,-,-,297859,3706,305689,5903,593
11242,2021-02-02,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3391,2,3398,2528,557
11243,2021-02-02,8:00 AM,Delhi,-,-,623096,10856,635217,5547,682
11244,2021-02-02,8:00 AM,Goa,-,-,51977,768,53469,8302,351
11245,2021-02-02,8:00 AM,Gujarat,-,-,254109,4388,261838,1750,550
11246,2021-02-02,8:00 AM,Haryana,-,-,263886,3022,267989,8044,852
11247,2021-02-02,8:00 AM,Himachal Pradesh,-,-,56204,979,57561,8355,1023
11248,2021-02-02,8:00 AM,Jammu and Kashmir,-,-,121905,1936,124550,3704,412
11249,2021-02-02,8:00 AM,Jharkhand,-,-,117148,1073,118734,6554,541
11250,2021-02-02,8:00 AM,Karnataka,-,-,921592,12220,939775,6596,611
11251,2021-02-02,8:00 AM,Kerala,-,-,859421,3760,932637,3908,293
11252,2021-02-02,8:00 AM,Lakshadweep,-,-,56,0,99,2938,593
11253,2021-02-02,8:00 AM,Ladakh,-,-,9526,130,9724,170,444
11254,2021-02-02,8:00 AM,Madhya Pradesh,-,-,248897,3812,255263,5997,578
11255,2021-02-02,8:00 AM,Maharashtra,-,-,1932294,51109,2028347,5704,159
11256,2021-02-02,8:00 AM,Manipur,-,-,28562,371,29072,9698,193
11257,2021-02-02,8:00 AM,Meghalaya,-,-,13556,146,13764,6718,360
11258,2021-02-02,8:00 AM,Mizoram,-,-,4333,9,4373,5435,468
11259,2021-02-02,8:00 AM,Nagaland,-,-,11957,88,12099,9625,698
11260,2021-02-02,8:00 AM,Odisha,-,-,332239,1906,335151,4551,599
11261,2021-02-02,8:00 AM,Puducherry,-,-,38160,651,39096,27,637
11262,2021-02-02,8:00 AM,Punjab,-,-,165753,5616,173470,138,859
11263,2021-02-02,8:00 AM,Rajasthan,-,-,312873,2766,317587,4904,524
11264,2021-02-02,8:00 AM,Sikkim,-,-,5874,135,6091,2327,563
11265,2021-02-02,8:00 AM,Tamil Nadu,-,-,821947,12363,838842,5565,821
11266,2021-02-02,8:00 AM,Telengana,-,-,291115,1602,294739,5288,317
11267,2021-02-02,8:00 AM,Tripura,-,-,32943,391,33351,9990,398
11268,2021-02-02,8:00 AM,Uttarakhand,-,-,93451,1648,96180,6694,479
11269,2021-02-02,8:00 AM,Uttar Pradesh,-,-,586505,8662,600470,4920,619
11270,2021-02-02,8:00 AM,West Bengal,-,-,554578,10179,570177,4969,570
11271,2021-02-03,8:00 AM,Andhra Pradesh,-,-,879651,7156,888004,9988,388
11272,2021-02-03,8:00 AM,Andaman and Nicobar Islands,-,-,4932,62,4994,3461,260
11273,2021-02-03,8:00 AM,Arunachal Pradesh,-,-,16762,56,16829,4101,212
11274,2021-02-03,8:00 AM,Assam,-,-,214285,1083,217161,8435,408
11275,2021-02-03,8:00 AM,Bihar,-,-,257474,1505,259781,6011,209
11276,2021-02-03,8:00 AM,Chandigarh,-,-,20462,335,20979,6621,657
11277,2021-02-03,8:00 AM,Chhattisgarh,-,-,298135,3711,306019,8755,153
11278,2021-02-03,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3392,2,3398,8303,439
11279,2021-02-03,8:00 AM,Delhi,-,-,623256,10858,635331,9300,394
11280,2021-02-03,8:00 AM,Goa,-,-,52039,768,53575,867,399
11281,2021-02-03,8:00 AM,Gujarat,-,-,254531,4389,262123,9734,678
11282,2021-02-03,8:00 AM,Haryana,-,-,263989,3023,268067,2104,186
11283,2021-02-03,8:00 AM,Himachal Pradesh,-,-,56242,980,57587,4573,537
11284,2021-02-03,8:00 AM,Jammu and Kashmir,-,-,121988,1938,124594,8336,430
11285,2021-02-03,8:00 AM,Jharkhand,-,-,117229,1075,118793,4645,763
11286,2021-02-03,8:00 AM,Karnataka,-,-,922004,12223,940170,3963,685
11287,2021-02-03,8:00 AM,Kerala,-,-,865168,3776,938353,226,235
11288,2021-02-03,8:00 AM,Lakshadweep,-,-,56,0,119,3177,249
11289,2021-02-03,8:00 AM,Ladakh,-,-,9530,130,9726,3687,580
11290,2021-02-03,8:00 AM,Madhya Pradesh,-,-,249193,3815,255431,9906,381
11291,2021-02-03,8:00 AM,Maharashtra,-,-,1936305,51139,2030274,4401,738
11292,2021-02-03,8:00 AM,Manipur,-,-,28568,371,29077,370,678
11293,2021-02-03,8:00 AM,Meghalaya,-,-,13565,147,13768,8758,807
11294,2021-02-03,8:00 AM,Mizoram,-,-,4334,9,4376,9678,331
11295,2021-02-03,8:00 AM,Nagaland,-,-,11958,88,12101,6392,653
11296,2021-02-03,8:00 AM,Odisha,-,-,332377,1906,335211,9838,538
11297,2021-02-03,8:00 AM,Puducherry,-,-,38186,651,39123,1728,706
11298,2021-02-03,8:00 AM,Punjab,-,-,165924,5628,173674,5057,638
11299,2021-02-03,8:00 AM,Rajasthan,-,-,313108,2768,317674,9550,381
11300,2021-02-03,8:00 AM,Sikkim,-,-,5876,135,6096,8234,514
11301,2021-02-03,8:00 AM,Tamil Nadu,-,-,822468,12367,839352,1074,532
11302,2021-02-03,8:00 AM,Telengana,-,-,291312,1604,294924,7738,470
11303,2021-02-03,8:00 AM,Tripura,-,-,32945,391,33351,480,517
11304,2021-02-03,8:00 AM,Uttarakhand,-,-,93533,1651,96227,2698,518
11305,2021-02-03,8:00 AM,Uttar Pradesh,-,-,586967,8668,600642,3030,341
11306,2021-02-03,8:00 AM,West Bengal,-,-,554887,10188,570380,9802,287
11307,2021-02-04,8:00 AM,Andhra Pradesh,-,-,879780,7157,888099,6870,486
11308,2021-02-04,8:00 AM,Andaman and Nicobar Islands,-,-,4932,62,4994,6075,246
11309,2021-02-04,8:00 AM,Arunachal Pradesh,-,-,16764,56,16829,6615,336
11310,2021-02-04,8:00 AM,Assam,-,-,214344,1083,217175,6978,338
11311,2021-02-04,8:00 AM,Bihar,-,-,257618,1508,259858,929,864
11312,2021-02-04,8:00 AM,Chandigarh,-,-,20493,336,21015,2270,820
11313,2021-02-04,8:00 AM,Chhattisgarh,-,-,298337,3718,306370,2767,855
11314,2021-02-04,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3392,2,3398,1470,567
11315,2021-02-04,8:00 AM,Delhi,-,-,623409,10864,635481,9563,526
11316,2021-02-04,8:00 AM,Goa,-,-,52109,768,53638,7342,460
11317,2021-02-04,8:00 AM,Gujarat,-,-,255059,4391,262406,5666,689
11318,2021-02-04,8:00 AM,Haryana,-,-,264093,3024,268136,996,318
11319,2021-02-04,8:00 AM,Himachal Pradesh,-,-,56256,981,57646,4098,388
11320,2021-02-04,8:00 AM,Jammu and Kashmir,-,-,122049,1941,124659,2507,565
11321,2021-02-04,8:00 AM,Jharkhand,-,-,117309,1077,118839,6953,614
11322,2021-02-04,8:00 AM,Karnataka,-,-,922437,12225,940596,6340,485
11323,2021-02-04,8:00 AM,Kerala,-,-,871548,3796,944709,9783,759
11324,2021-02-04,8:00 AM,Lakshadweep,-,-,61,0,122,9592,392
11325,2021-02-04,8:00 AM,Ladakh,-,-,9535,130,9735,2160,775
11326,2021-02-04,8:00 AM,Madhya Pradesh,-,-,249443,3816,255689,3009,428
11327,2021-02-04,8:00 AM,Maharashtra,-,-,1943335,51169,2033266,491,531
11328,2021-02-04,8:00 AM,Manipur,-,-,28603,372,29086,3364,697
11329,2021-02-04,8:00 AM,Meghalaya,-,-,13575,147,13774,258,229
11330,2021-02-04,8:00 AM,Mizoram,-,-,4337,9,4376,5572,729
11331,2021-02-04,8:00 AM,Nagaland,-,-,11963,88,12117,1114,386
11332,2021-02-04,8:00 AM,Odisha,-,-,332499,1906,335282,4756,478
11333,2021-02-04,8:00 AM,Puducherry,-,-,38215,652,39146,6747,559
11334,2021-02-04,8:00 AM,Punjab,-,-,166103,5628,173861,9310,607
11335,2021-02-04,8:00 AM,Rajasthan,-,-,313304,2770,317766,5970,588
11336,2021-02-04,8:00 AM,Sikkim,-,-,5877,135,6098,9122,626
11337,2021-02-04,8:00 AM,Tamil Nadu,-,-,823001,12371,839866,9812,507
11338,2021-02-04,8:00 AM,Telengana,-,-,291510,1606,295101,2673,789
11339,2021-02-04,8:00 AM,Tripura,-,-,32948,391,33351,6128,655
11340,2021-02-04,8:00 AM,Uttarakhand,-,-,93629,1655,96281,8235,579
11341,2021-02-04,8:00 AM,Uttar Pradesh,-,-,587398,8674,600837,3426,652
11342,2021-02-04,8:00 AM,West Bengal,-,-,555190,10195,570581,5491,479
